id,title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
123634,Poolside,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123648,The Land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123665,Dragon Seed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123678,The Act of Killing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123680,What Darwin Didn't Know,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123690,The Afternoon of a Torturer,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123707,Next Stop Paradise,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
123712,"Why Are the Bells Ringing, Mitica?",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123723,Gigi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123728,The Empty Mirror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123730,Dog Tags,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123757,All the Vermeers in New York,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123763,"I, the Worst of All",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
123770,The Last of the Finest,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123772,Mister Johnson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123777,Sink or Swim,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123778,Strangers in Good Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123787,Weed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123833,Possible Loves,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
123867,Panda! Go Panda!: Rainy Day Circus,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123868,Destination Gobi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123879,Say Uncle,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123938,Thousand Pieces of Gold,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12395,Thunderheart,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123961,Which Way to the Front?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123964,Miss Blue Jeans,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
123969,The Backwater Gospel,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,No End,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12400,Redbelt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124013,A Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124026,The Fiend of Dope Island,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124029,A Million to Juan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,A Perfect Getaway,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12404,Me and Orson Welles,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124042,Buried Secrets,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12405,Slumdog Millionaire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124054,Shark Week,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124058,A Gathering of Eagles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124067,The Central Park Five,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12407,Stone of Destiny,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124071,How to Make Money Selling Drugs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124074,Mea Maxima Culpa: Silence in the House of God,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124075,More Than Honey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12408,Genova,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
124080,Shepard & Dark,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124083,Guelwaar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124085,Hyenas,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124088,Just Another Girl on the I.R.T.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124091,The Legend of Kaspar Hauser,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124096,"Olivier, Olivier",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
124097,Eddie's Million Dollar Cook Off,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12410,Good,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124101,Rock Hudson's Home Movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124108,Gotta Kick It Up,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12411,Disgrace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124111,Jett Jackson: The Movie,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
124115,Four Wives,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12412,Miracle at St. Anna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124124,Grave Secrets,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124134,"Up, Up, and Away",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
124157,The Thieves,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12416,The Substitute,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124167,Alphabet City,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124202,I Carabbinieri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124210,First Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12422,This Night,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
124227,Attack on the Iron Coast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124250,The Cavern,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12427,Teza,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
124277,The Maker,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12428,Paper Soldier,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12429,Ponyo,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124294,R2B: Return to Base,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124298,Kitchen Party,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124304,I Don't Want to Talk About It,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124315,Sopyonje,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12432,A Perfect Day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12435,The Nanny Diaries,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12437,Underworld: Rise of the Lycans,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
124393,The Other Hell,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1244,Eight Miles High,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124409,Expect No Mercy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124414,Pictures of the Old World,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124423,The Living Skeleton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124429,Badman's Country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12443,Perlasca: The Courage of a Just Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12444,Harry Potter and the Deathly Hallows: Part 1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12445,Harry Potter and the Deathly Hallows: Part 2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124459,The Incredible Burt Wonderstone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12446,Angel of Mine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124460,Country Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124461,A Glimpse Inside the Mind of Charles Swan III,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12447,Driving Me Crazy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124470,Exists,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124471,Painted Skin: The Resurrection,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124475,La séparation,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12448,The Hunchback of Notre Dame II,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
124484,The Mystery of Rampo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
12449,Room of Death,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1245,The Remains of the Day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12450,King Solomon's Mines,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124501,In the Dark Half,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
124504,What Am I Doing in the Middle of the Revolution?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124505,Afro Tanaka,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124517,Emotion,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124521,Dead on Course,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
124523,Joni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124524,When the Bough Breaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124527,Face the Music,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12453,Stupid Boy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12454,All or Nothing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12455,The Young Lieutenant,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12456,The Five Obstructions,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124581,Outside the Law,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124582,"I Lived, But...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124597,Genocide,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1246,Rocky Balboa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124606,Bang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124611,Time to Love,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124613,Brothers in Trouble,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124614,The Convent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124619,Lotto Land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124623,I Know That Voice,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124625,My Mother's Courage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124626,Nico Icon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124630,Film Is a Girl & a Gun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124632,Small Wonders,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124633,Someone Else's America,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124636,Sonic Outlaws,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124642,To Have (Or Not),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124645,Two Deaths,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124676,The Bloody Child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124680,Broken English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1247,The Good Shepherd,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12470,Sandakan No. 8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12471,Milk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12472,The Incredible Shrinking Woman,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12473,The Visitor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12475,In the Army Now,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12476,The Hidden,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
124762,Inori,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,Grave of the Fireflies,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12478,Skin Deep,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12479,Breakfast of Champions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Hannibal Rising,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12480,Water Drops on Burning Rocks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12481,The Big Boss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12482,Love Is Colder Than Death,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124821,Eden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124829,The Line King: The Al Hirschfeld Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12483,Riding the Bullet,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
124834,Mondo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124837,A Perfect Candidate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124839,Predictions of Fire,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12484,The Forsaken,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
124843,Ripe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124847,Stella Does Tricks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12485,Candyman: Day of the Dead,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
124853,Ten Benny,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124857,Trojan Eddie,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12486,Farce of the Penguins,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12487,Gozu,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12488,The Gingerbread Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12489,Gridlock'd,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Hollywoodland,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12490,Ordinary Decent Criminal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124905,Godzilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12491,Accattone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12493,High and Low,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12495,The Singing Ringing Tree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12496,The Twilight Samurai,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124963,Monsignor,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12497,A Touch of Spice,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124972,Generation Um...,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124979,Juha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12498,Sling Blade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124980,Land of Dreams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12499,Fathers' Day,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124993,Hindle Wakes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1250,Ghost Rider,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12500,American Ninja,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12501,The Big Country,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12502,Silkwood,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125025,East Side Story,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12503,Under Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
125034,Out Of The Clear Blue Sky,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125039,Genealogies of a Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12504,The Outsider,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12505,Little Nikita,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125052,Hurricane Streets,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12506,Cry Freedom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125063,The Glitterball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
125077,Munchie Strikes Back,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12508,Rock Star,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
125087,Reggie's Prayer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12509,Pollock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
125099,Unmade Beds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,Letters from Iwo Jima,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
125103,Who the Hell Is Juliette?,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125109,Dragonworld,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125114,George's Island,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
125123,Among Giants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12513,Marie-Jo and Her 2 Lovers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125140,The Truth of Lie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125141,Hell Behind the Bars,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125150,Galician Caress (of Clay),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125154,Fire in Castilla (Tactilvision from the Moor of the Fright),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,Dreams,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
125164,Rafa,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12517,The Ordeal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12518,Honeymoon in Vegas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12519,Sirens,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Lonely Hearts,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
12520,The Last Supper,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12521,Shocker,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
125217,A Sun-Tribe Myth from the Bakumatsu Era,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125229,Samurai Vendetta,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12523,Räuber Kneißl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125232,The Ball at the Anjo House,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125233,An Unexpected Love,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12524,Titus,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
125249,The Bat Man,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12525,Critters 4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
125257,Muddy River,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12526,Bug,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
125263,Broken Vessels,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125264,Carmen Comes Home,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12527,Strawberry and Chocolate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125271,"Tora-san, Our Lovable Tramp",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125276,Secret Chronicle: She Beast Market,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12528,Southern Comfort,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12529,Boot Hill,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,Breaking and Entering,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12530,Avanti!,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
125300,Hi-Life,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125302,Puck Hogs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12531,The Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
125313,The Outskirts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125316,Praise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125317,The Quarry,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
125336,The Story of Film: An Odyssey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125337,The Last Seduction II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
125344,Independence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,High Anxiety,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12536,Home Alone 4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125360,Julie Johnson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12537,The French Lieutenant's Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12538,Senseless,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125395,Partners in Crime,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,"Don't Worry, I'm Fine",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12540,Bring It On Again,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125409,Kiss and Tell,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125413,Fear Strikes Out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125414,The Final Member,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12542,Belly of the Beast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12543,Breaking News,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12544,Respiro,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12545,Jesus Christ Superstar,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
125464,A Cosmic Christmas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12547,Shadows in the Sun,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12548,I Vitelloni,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125490,Antiviral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
125495,Le Mataf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1255,The Host,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
125504,A Christmas Story 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125509,Wrong Turn 5: Bloodlines,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
125510,Slayers Great,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
